line,timestamp,id,model,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens,thinking_tokens,context_tokens
4200,2026-09-20T16:03:41.023Z,msg_011CfEyU9rzumLfQqfXfQ6P8,claude-opus-5,2,1640,245065,799,67,246707
4206,2026-09-20T16:04:05.292Z,msg_011CfEyVnuV8pqzdW6FrFzg2,claude-opus-5,2,1279,246705,431,176,247986
4210,2026-09-20T16:04:25.926Z,msg_011CfEyX6gqsP5v4JuxZoJnt,claude-opus-5,2,831,247984,656,451,248817
4214,2026-09-20T16:04:47.312Z,msg_011CfEyXwbAzgkqa2z2saG1Q,claude-opus-5,2,1818,248815,1566,0,250635
4223,2026-09-20T16:04:51.911Z,msg_011CfEyZLWrGJU5kafC8eXFW,claude-opus-5,2,1667,250633,130,0,252302
4226,2026-09-20T16:05:03.479Z,msg_011CfEyZgwRKgaNB3z2GvF4W,claude-opus-5,2,523,252300,771,0,252825
4229,2026-09-20T16:05:08.857Z,msg_011CfEyaYCLvyztX9BTNaDgs,claude-opus-5,2,872,252823,217,0,253697
4232,2026-09-20T16:05:13.762Z,msg_011CfEyavZVTXB88pUKprWPP,claude-opus-5,2,944,253695,185,0,254641
4235,2026-09-20T16:05:20.980Z,msg_011CfEybHpv9xBPwtf2zVi1d,claude-opus-5,2,615,254639,460,0,255256
4238,2026-09-20T16:05:34.999Z,msg_011CfEybpSfsJ93u4hNzKfBk,claude-opus-5,2,561,255254,1193,0,255817
4247,2026-09-20T16:05:41.730Z,msg_011CfEyctEtjDbUwSjN2fQi1,claude-opus-5,2,1294,255815,283,0,257111
4250,2026-09-20T16:06:04.982Z,msg_011CfEydRd2bysrVaHsUF7L8,claude-opus-5,2,369,257109,1403,0,257480
4257,2026-09-21T01:28:28.170Z,msg_011CfFiXbtWZixmWdNrZuUwH,claude-opus-5,2,258913,0,778,403,258915
4263,2026-09-21T01:28:40.296Z,msg_011CfFiYv89gcCaV3o3fReU9,claude-opus-5,2,1545,258913,195,0,260460
4272,2026-09-21T01:28:46.063Z,msg_011CfFiZNFn8a9E7SKQvgcKs,claude-opus-5,2,531,260458,150,0,260991
4275,2026-09-21T01:28:51.727Z,msg_011CfFiZogEGMR44TMH4bo26,claude-opus-5,2,1186,260989,122,0,262177
4278,2026-09-21T01:28:57.527Z,msg_011CfFiaDpJVxhq4dA5M6uW7,claude-opus-5,2,855,262175,186,0,263032
4281,2026-09-21T01:29:02.565Z,msg_011CfFiadzMBoQ7ptMV1r14L,claude-opus-5,2,756,263030,121,0,263788
4284,2026-09-21T01:29:25.566Z,msg_011CfFib1E3mKmz6Z1jpZCzC,claude-opus-5,2,1269,263786,6447,1536,265057
4295,2026-09-21T01:30:33.090Z,msg_011CfFihHaTmbGhhqxxM2SBT,claude-opus-5,2,6530,265055,111,0,271587
4298,2026-09-21T01:30:41.791Z,msg_011CfFihfpRqMCP4RJKsyFq9,claude-opus-5,2,184,271585,429,0,271771
4301,2026-09-21T01:30:56.222Z,msg_011CfFiiRAtseSdu5FQtYJ1H,claude-opus-5,2,660,271769,701,0,272431
4315,2026-09-21T01:49:39.547Z,msg_011CfFk9SFSp6mnxmmEv1fXT,claude-opus-5,2,294944,0,399,174,294946
4319,2026-09-21T01:49:49.007Z,msg_011CfFkASCkBCTSMs64RZM74,claude-opus-5,2,732,294944,415,191,295678
4323,2026-09-21T01:50:00.227Z,msg_011CfFkB6b4RDA5sMAvAxxXs,claude-opus-5,2,840,295676,429,325,296518
4327,2026-09-21T01:50:10.207Z,msg_011CfFkBqL5TqyMf9WCnnkkT,claude-opus-5,2,1243,296516,453,329,297761
4331,2026-09-21T01:50:17.065Z,msg_011CfFkCbWdysR9mpjQJNvNS,claude-opus-5,2,1025,297759,820,39,298786
4343,2026-09-21T01:50:40.111Z,msg_011CfFkDndQvUdw8TP5tBFvD,claude-opus-5,2,1137,298784,613,0,299923
4351,2026-09-21T01:50:45.831Z,msg_011CfFkEXjUzhKcDaLmbaqUE,claude-opus-5,2,960,299921,380,201,300883
4355,2026-09-21T01:50:56.060Z,msg_011CfFkF9ihEKAdDkbjQyK1v,claude-opus-5,2,1028,300881,471,0,301911
4368,2026-09-21T01:52:37.070Z,msg_011CfFkNhHgfzcsPnwTJdKeK,claude-opus-5,2,680,301909,530,295,302591
4372,2026-09-21T01:52:51.776Z,msg_011CfFkPUNae74PhfummehJb,claude-opus-5,2,664,302589,622,0,303255
4375,2026-09-21T01:53:03.409Z,msg_011CfFkQVAEyMqogXEXoQzbT,claude-opus-5,2,939,303253,469,0,304194
4382,2026-09-21T01:55:10.012Z,msg_011CfFkZqhGUr5LdBEunznvP,claude-opus-5,2,714,304192,936,431,304908
4394,2026-09-21T01:55:40.761Z,msg_011CfFkayLRDDfEYSz6jRcZD,claude-opus-5,2,1258,304906,1523,1269,306166
4398,2026-09-21T01:55:56.407Z,msg_011CfFkd5NMv2bdCttdi77tu,claude-opus-5,2,1658,306164,745,522,307824
4402,2026-09-21T01:56:15.782Z,msg_011CfFkeAirxPMhSWTLRbuMR,claude-opus-5,2,1246,307822,1821,882,309070
4407,2026-09-21T01:56:43.822Z,msg_011CfFkgSJ37XZex2K58Luj7,claude-opus-5,2,2138,309068,769,0,311208
4420,2026-09-21T02:01:44.035Z,msg_011CfFm4xSP3LVmVgH1jw51K,claude-opus-5,2,1159,311206,270,136,312367
4430,2026-09-21T02:01:54.803Z,msg_011CfFm5gyj3q8nPns8xw9bK,claude-opus-5,2,8432,312365,1340,430,320799
4434,2026-09-21T02:02:09.485Z,msg_011CfFm741JLb3vMnuoE1ZeC,claude-opus-5,2,1822,320797,188,0,322621
4437,2026-09-21T02:02:27.929Z,msg_011CfFm7UuW4LLr8KWGZ4LCL,claude-opus-5,2,3420,322619,1488,1103,326041
4448,2026-09-21T02:02:45.524Z,msg_011CfFm9kyhPSijYzXMGXbq7,claude-opus-5,2,2148,326039,352,93,328189
4452,2026-09-21T02:02:56.101Z,msg_011CfFmAQd7s3Zn4ZavxRcr7,claude-opus-5,2,656,328187,336,203,328845
4456,2026-09-21T02:03:02.373Z,msg_011CfFmB1izbKr68EM2NeqFQ,claude-opus-5,2,549,328843,121,0,329394
4459,2026-09-21T02:03:09.930Z,msg_011CfFmBPHH6H58zE196qaM3,claude-opus-5,2,938,329392,771,262,330332
4472,2026-09-21T02:03:22.607Z,msg_011CfFmCR7gVReq2KBGvsGaK,claude-opus-5,2,2677,330330,682,152,333009
4478,2026-09-21T02:03:46.779Z,msg_011CfFmE89GncPA3PkDVNiJQ,claude-opus-5,2,1174,333007,1020,211,334183
4482,2026-09-21T02:04:02.916Z,msg_011CfFmFS9HgQtewj87oQkCJ,claude-opus-5,2,1232,334181,140,0,335415
4485,2026-09-21T02:04:25.808Z,msg_011CfFmFv63FC7gxGY74ZGN7,claude-opus-5,2,192,335413,1289,0,335607
4505,2026-09-21T02:24:12.047Z,msg_011CfFnnYi9zE7t6ZJcMAz68,claude-opus-5,2,358746,0,518,146,358748
4511,2026-09-21T02:24:37.895Z,msg_011CfFnoRdYKqD3AsbonLj5o,claude-opus-5,2,2289,358746,5321,1282,361037
4522,2026-09-21T02:25:40.603Z,msg_011CfFntctbGDq7UxHj6pV8Q,claude-opus-5,2,5407,361035,786,546,366444
4526,2026-09-21T02:25:50.246Z,msg_011CfFnuhHYAumuSa1A3Lqa5,claude-opus-5,2,875,366442,280,0,367319
4529,2026-09-21T02:26:13.716Z,msg_011CfFnwMdQWAbDxa7Fh9q2P,claude-opus-5,2,477,367317,320,0,367796
4538,2026-09-21T02:26:22.974Z,msg_011CfFnwyaNwLYGJc1c5JiyJ,claude-opus-5,2,451,367794,1074,376,368247
4542,2026-09-21T02:26:39.596Z,msg_011CfFnyEuPr9XXQReeWGZap,claude-opus-5,2,1163,368245,413,0,369410
4545,2026-09-21T02:26:57.735Z,msg_011CfFnyvj375ndE1aaQQ89J,claude-opus-5,2,568,369408,876,0,369978
4558,2026-09-21T02:32:40.626Z,msg_011CfFoRcPh5iiyLx7kkEa2d,claude-opus-5,2,371238,0,1152,301,371240
4562,2026-09-21T02:33:02.462Z,msg_011CfFoTDFhTKvK8zyYubUwp,claude-opus-5,2,1585,371238,1157,524,372825
4566,2026-09-21T02:33:16.032Z,msg_011CfFoUZ5bWQRR7m5Xvpy3F,claude-opus-5,2,1348,372823,656,209,374173
4572,2026-09-21T02:33:29.166Z,msg_011CfFoVZDopvVMjvK8pMyaQ,claude-opus-5,2,2029,374171,455,173,376202
4582,2026-09-21T02:33:40.398Z,msg_011CfFoWF4S1CJnpBdRTAJZP,claude-opus-5,2,1431,376200,641,358,377633
4586,2026-09-21T02:34:00.090Z,msg_011CfFoXvLMKKTiSWnZXKfXJ,claude-opus-5,2,836,377631,135,0,378469
4589,2026-09-21T02:34:17.084Z,msg_011CfFoYKLD54HqopvybdNFY,claude-opus-5,2,187,378467,1025,0,378656
4596,2026-09-21T02:48:31.840Z,msg_011CfFpdtvKSN8xAdmtJQQq1,claude-opus-5,2,379731,0,315,95,379733
4606,2026-09-21T02:48:42.721Z,msg_011CfFpesvKEBsB88empEsnz,claude-opus-5,2,773,379731,254,0,380506
4609,2026-09-21T02:49:00.392Z,msg_011CfFpfQU6joiwENM4UMJsZ,claude-opus-5,2,1236,380504,1740,989,381742
4613,2026-09-21T02:49:18.079Z,msg_011CfFphKTXMtTVVGuadCzDW,claude-opus-5,2,2211,381740,504,323,383953
4617,2026-09-21T02:49:28.068Z,msg_011CfFpiFCoxDzDWa7piJKme,claude-opus-5,2,1004,383951,248,0,384957
4626,2026-09-21T02:49:40.254Z,msg_011CfFpj3JUjLSFkPZqjXEpg,claude-opus-5,2,364,384955,380,0,385321
4629,2026-09-21T02:49:47.583Z,msg_011CfFpjdo9f3Ltx21WPdg1w,claude-opus-5,2,1395,385319,514,192,386716
4633,2026-09-21T02:50:00.073Z,msg_011CfFpkRAu4iFUZ3GpcoUwM,claude-opus-5,2,620,386714,1967,369,387336
4647,2026-09-21T02:52:43.352Z,msg_011CfFpxSAmDiLHBNRQPiY1S,claude-opus-5,2,1998,387334,887,472,389334
4651,2026-09-21T02:52:56.550Z,msg_011CfFpyXPpB2tvtUEJsTEBb,claude-opus-5,2,1031,389332,424,0,390365
4654,2026-09-21T02:53:26.636Z,msg_011CfFpz7eLyPEHncT6kaFqy,claude-opus-5,2,784,390363,1908,0,391149
4657,2026-09-21T02:53:33.461Z,msg_011CfFq2Lqedq1EbN668im8b,claude-opus-5,2,2251,391147,203,0,393400
4663,2026-09-21T02:53:54.674Z,msg_011CfFq3ixTGNdZjj55BkiwG,claude-opus-5,2,584,393398,578,336,393984
4668,2026-09-21T02:54:02.788Z,msg_011CfFq4aMomwTpTMSNQHpxo,claude-opus-5,2,653,393982,148,0,394637
4677,2026-09-21T02:54:15.585Z,msg_011CfFq4zbZssNALwWafpUEC,claude-opus-5,2,657,394635,1021,590,395294
4682,2026-09-21T02:54:28.573Z,msg_011CfFq6Lc7jbwZBqWGGAyfq,claude-opus-5,2,1233,395292,304,0,396527
4685,2026-09-21T02:54:36.123Z,msg_011CfFq6t1F52fpKkCtReXe4,claude-opus-5,2,848,396525,493,278,397375
4689,2026-09-21T02:54:56.162Z,msg_011CfFq7b9mMpWFpyFhiXq5M,claude-opus-5,2,789,397373,1012,0,398164
4702,2026-09-21T02:56:19.301Z,msg_011CfFqEbdjFdftZ3w78mmes,claude-opus-5,2,1040,398162,197,74,399204
4706,2026-09-21T02:56:34.475Z,msg_011CfFqFjAgtNBshPXXMaAL9,claude-opus-5,2,412,399202,161,0,399616
4709,2026-09-21T02:56:41.267Z,msg_011CfFqGER5mRx7xHsCTA8rK,claude-opus-5,2,329,399614,148,0,399945
4712,2026-09-21T02:56:55.332Z,msg_011CfFqGkkDYfZhkmuTBXi5a,claude-opus-5,2,272,399943,669,0,400217
4720,2026-09-21T03:31:02.732Z,msg_011CfFssjnt4QSdai5WKVzpV,claude-opus-5,2,400924,0,560,211,400926
4731,2026-09-21T03:31:16.219Z,msg_011CfFsu5WpLRMhX8bZ22cTz,claude-opus-5,2,1328,400924,469,229,402254
4735,2026-09-21T03:31:23.577Z,msg_011CfFsumSeqwoBwKK9QYrac,claude-opus-5,2,556,402252,120,0,402810
4738,2026-09-21T03:31:43.714Z,msg_011CfFsvBiPuH2BVpHeBuqvq,claude-opus-5,2,846,402808,1050,0,403656
4752,2026-09-21T03:43:47.586Z,msg_011CfFtqtYHkg9PkyCNXgH6d,claude-opus-5,2,404762,0,702,414,404764
4756,2026-09-21T03:45:09.456Z,msg_011CfFtxeC2jrGhS4nyYfFqo,claude-opus-5,2,858,404762,82,0,405622
4759,2026-09-21T03:45:16.089Z,msg_011CfFtxshtKbxjPpcwiUHp1,claude-opus-5,2,237,405620,384,295,405859
4763,2026-09-21T03:45:25.118Z,msg_011CfFtyRFBvtm3HytZFsbCq,claude-opus-5,2,1394,405857,709,0,407253
4767,2026-09-21T03:45:37.111Z,msg_011CfFtz2VzTMFh8qmDT62gQ,claude-opus-5,2,813,407251,837,0,408066
4776,2026-09-21T03:45:42.364Z,msg_011CfFtzw3rmcmsyZUbmARUQ,claude-opus-5,2,913,408064,330,0,408979
4779,2026-09-21T03:45:54.590Z,msg_011CfFu1JUD1zck12a1khNe3,claude-opus-5,2,421,408977,687,0,409400
4788,2026-09-21T03:46:52.338Z,msg_011CfFu6BkHPjm3raaVZhYiC,claude-opus-5,2,803,409398,273,156,410203
4792,2026-09-21T03:47:01.405Z,msg_011CfFu6Xergb7AajmMmtmNM,claude-opus-5,2,347,410201,437,0,410550
4805,2026-09-21T03:50:05.259Z,msg_011CfFuLANaBokjh6UFLPKQ3,claude-opus-5,2,499,410548,569,312,411049
4809,2026-09-21T03:50:15.597Z,msg_011CfFuMCrS5oiE8mv3DQja6,claude-opus-5,2,728,411047,93,0,411777
4812,2026-09-21T03:50:22.991Z,msg_011CfFuMe7xmoFBiAh4K2t15,claude-opus-5,2,174,411775,439,227,411951
